Unnamed: 0,Emotion,Text,Clean_Text
372,joy,Simplicity would make our lives so much better. Complicity would suck joy out of your life. ,Simplicity lives better Complicity suck joy life
373,joy,Enjoy your Friday morning people! ,Enjoy Friday morning people
374,anger,"They left behind them broken glass , tyre marks on the road and another exasperated shop owner . ",left broken glass  tyre marks road exasperated shop owner 
375,neutral,"I want to improve my handwriting , and I've practiced it for several weeks , but nothing happened . You see , my handwriting is still bad . ",want improve handwriting  Ive practiced weeks  happened   handwriting bad 
376,joy,@lizfits Pssssh. We're looking at the first snow today.  Maybe a sheet of ice too. ,  Pssssh Were looking snow today Maybe sheet ice too
377,sadness,"Well, I just cut Jay Cutler from my fantasy team ",Well cut Jay Cutler fantasy team
379,sadness,"@NextActPub She is one of the most attractive people I have met this year, but that mo takes it all away. @MovemberEdm",  attractive people met year mo takes away  
380,anger,"He looked away , a bitter anger in his eyes . ",looked away  bitter anger eyes 
382,anger,I hate people with really shit taste in music! Seriously shut up!! ,hate people shit taste music Seriously shut up
385,neutral, Certainly ! ,Certainly 
386,anger,"OFFA release details of new Access Agreements - Lots of new fee waivers (£37m)... great for Treasury, not so great for students ",OFFA release details new Access Agreements  Lots new fee waivers (£37m) great Treasury great students
388,anger," No , don't , I don't want to see you anymore . Don't ever call me again . ",  want anymore  
389,sadness,You know ... I did very poorly on that test . ,know  poorly test 
390,neutral, OK . Bye ! ,OK  Bye 
392,neutral, What for ? ,
393,neutral, You bet it . ,bet 
394,anger,@DetroitLionsNFL Horrible PI call...again.  Why do the Lions even show up? Refs already decided what will happen. ,  Horrible PI callagain Lions up Refs decided happen
395,joy,"Right peeps i'm off, got my sister's ice skating show to go to ",Right peeps im off got sisters ice skating
396,sadness," Sorry , I don ’ t know the rule about punching . ",Sorry  ’ know rule punching 
397,joy,"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . ",Riot police needed quell pitch invasions  200000 ecstatic Leeds United fans took carnivalstyle street party yesterday team paraded League Championship trophy 
398,joy,When I got engaged to a boy of my choice.,got engaged boy choice
400,sadness,Determinedly she put her worries and the root cause of her despondency behind her and tried to think more cheerfully . ,Determinedly worries root cause despondency tried think cheerfully 
401,joy,Slice of life. Azumanga Daioh a good relax tool for busy and stressful days. ,Slice life Azumanga Daioh good relax tool busy stressful days
402,sadness,"There must be another reason why you are so sad , "" he said , looking kindly at me . ",reason sad   said  looking kindly 
403,sadness,"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at 7 o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days.",way Inter Rail board ferry Stockholm father called 7 oclock tell uncle died seeing final journey days
404,joy,"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . ",Henry Tyler described happy woman  afterward unwell 
405,sadness,Totally just woke up and thought it was Christmas morning.  ,Totally woke thought Christmas morning
406,joy, It's nice of you to say so . ,nice 
407,sadness,@seturego2thside You left?? Are you gonna be back around Christmas cause I may have a birthday party,  left gonna Christmas cause birthday party
408,anger," There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . ",guy sidewalkHe new boxes  Panasonic video camera boxesHe said rid quick 
409,anger,"I've a situation of responsibility an employee who had a habit of being late, came late again after promising to say he would be at work in a few minutes, then arrived 3 hours later. He had been drinking.",Ive situation responsibility employee habit late came late promising work minutes arrived 3 hours later drinking
410,anger,Dear God make the person Who's On my mind Die (Ameen) ,Dear God person Whos mind Die (Ameen)
412,joy,The thought of waking up to go to work tomorrow makes me feel SICK ,thought waking work tomorrow makes feel SICK
413,joy, Have you ever been to America ? ,America 
414,joy,Silver lining today though I am working was a yummy dinner followed by ice-cream at Lakeview ,Silver lining today working yummy dinner followed icecream Lakeview
417,joy,computer magically broke getting readyyy,computer magically broke getting readyyy
419,joy,Love is the highest vibration in the Universe. It sends shivers of up my spine! #Quote for #love #peace and #joy,Love highest vibration Universe sends shivers spine #Quote #love #peace #joy
420,neutral,So the company decided to cancel your trip to Hong Kong ? ,company decided cancel trip Hong Kong 
425,sadness,"Bathsheba was watching his expression closely , and she had never been more miserable . ",Bathsheba watching expression closely  miserable 
427,joy,had the same headache for three days straight ,headache days straight
428,joy,"k im really not up for any homework, i really dont want to do it during my spare... this is when i start to have a debate with myself! ",k im homework dont want spare start debate myself
429,sadness,Today I wrote a &quot;to-do&quot; list .....and the ooonly thing that gone done...was the actual writing of the to do list!  ,Today wrote quottodoquot list and ooonly thing gone donewas actual writing list
430,sadness,"When you learn that your computer is broken until March, you are going to be depressed.   ",learn computer broken March going depressed
432,neutral, here we go . ,
433,joy,@TheBodyShopUK The fact I get to spend another Christmas with my 90yr old Nana brings me :),  fact spend Christmas 90yr old Nana brings :)
434,joy,"When things go well, we're elated...When hardships come, we're depressed... for true that transcends the wave of circumstance!",things well were elatedWhen hardships come were depressed true transcends wave circumstance
435,sadness,"McColgan , slumped in deep dejection , said afterwards : ` It was just a bad race on my part . ",McColgan  slumped deep dejection  said :  bad race 
437,joy,Just shit my pants. Pure gravy 100% ,shit pants Pure gravy 100%
438,joy,Where there is there is #creation. Where there is no joy there is no creation. Know the nature of joy.,#creation joy creation Know nature joy
439,sadness,My cell phone has low battery I don't know where my charger is ,cell phone low battery know charger
441,sadness,"i already got all my christmas presents, so i have nothing to open... ",got christmas presents open
443,sadness,When my uncle died whom I had loved very much. I was very sad and I felt totally helpless.,uncle died loved much sad felt totally helpless
444,joy,I would give anything for a nap. Its one of those 6am-9pm days. ,nap 6am9pm days
445,joy,"@TheBodyShopUK A relaxing, hot bubble bath complete with pamper session brings me ",  relaxing hot bubble bath complete pamper session brings
447,anger,"He was on his feet , the chair toppling over behind him , his face livid , his knuckles white-ridged and aimed at her . ",feet  chair toppling  face livid  knuckles whiteridged aimed 
450,anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult.,thought good friend tried lie times time height impudence promised come home didnt felt sense anger insult
451,joy,Sitting next to a room full of personal growth and laughter... ,Sitting room personal growth laughter
452,joy,At home  with 10 year olds who have had too much mountain dew.. ,home 10 year olds mountain dew
453,sadness, We got lost coming back . I guess I don't really know this town yet . ,got lost coming  guess know town 
